id,date,day,time,tasker_id,position,hourly_rate,num_completed_tasks,total_appearance,total_hired,hired,category,hired_rate
9,1,Friday,AM,1008954999,11,48,419,64,6,0,Furniture Assembly,0.09 
9,1,Friday,AM,1009530281,12,48,310,179,29,0,Furniture Assembly,0.16 
9,1,Friday,AM,1013605523,13,29,4,24,0,0,Furniture Assembly,0.00 
9,1,Friday,AM,1009521234,14,30,38,16,0,0,Furniture Assembly,0.00 
9,1,Friday,AM,1012993797,15,29,1,4,0,0,Furniture Assembly,0.00 
10,1,Friday,AM,1013618541,1,28,33,19,11,0,Furniture Assembly,0.58 
10,1,Friday,AM,1007081910,2,42,353,198,19,1,Furniture Assembly,0.10 
10,1,Friday,AM,1013307670,3,25,0,225,0,0,Furniture Assembly,0.00 
10,1,Friday,AM,1013522655,4,26,18,36,8,0,Furniture Assembly,0.22 
10,1,Friday,AM,1014318666,5,42,191,159,3,0,Furniture Assembly,0.02 
10,1,Friday,AM,1007955495,6,42,426,84,1,0,Furniture Assembly,0.01 
10,1,Friday,AM,1009647188,7,42,210,147,13,0,Furniture Assembly,0.09 
10,1,Friday,AM,1009226247,8,45,472,94,16,0,Furniture Assembly,0.17 
10,1,Friday,AM,1010257931,9,45,838,109,10,0,Furniture Assembly,0.09 
10,1,Friday,AM,1010258401,10,47,486,151,13,0,Furniture Assembly,0.09 
10,1,Friday,AM,1013579273,11,29,39,20,0,0,Furniture Assembly,0.00 
10,1,Friday,AM,1009347914,12,44,189,112,5,0,Furniture Assembly,0.04 
10,1,Friday,AM,1015015238,13,38,112,290,4,0,Furniture Assembly,0.01 
10,1,Friday,AM,1008954999,14,48,419,64,6,0,Furniture Assembly,0.09 
10,1,Friday,AM,1009530281,15,48,310,179,29,0,Furniture Assembly,0.16 
11,1,Friday,AM,1013618541,1,28,33,19,11,0,Furniture Assembly,0.58 
11,1,Friday,AM,1007081910,2,42,353,198,19,1,Furniture Assembly,0.10 
11,1,Friday,AM,1013307670,3,25,0,225,0,0,Furniture Assembly,0.00 
11,1,Friday,AM,1014318666,4,42,191,159,3,0,Furniture Assembly,0.02 
11,1,Friday,AM,1007955495,5,42,426,84,1,0,Furniture Assembly,0.01 
11,1,Friday,AM,1009226247,6,45,472,94,16,0,Furniture Assembly,0.17 
11,1,Friday,AM,1010257931,7,45,838,109,10,0,Furniture Assembly,0.09 
11,1,Friday,AM,1013579273,8,29,39,20,0,0,Furniture Assembly,0.00 
11,1,Friday,AM,1009347914,9,44,189,112,5,0,Furniture Assembly,0.04 
11,1,Friday,AM,1015015238,10,38,112,290,4,0,Furniture Assembly,0.01 
11,1,Friday,AM,1008954999,11,48,419,64,6,0,Furniture Assembly,0.09 
11,1,Friday,AM,1009530281,12,48,310,179,29,0,Furniture Assembly,0.16 
11,1,Friday,AM,1013827416,13,29,10,37,0,0,Furniture Assembly,0.00 
11,1,Friday,AM,1013605523,14,29,4,24,0,0,Furniture Assembly,0.00 
11,1,Friday,AM,1009521234,15,30,38,16,0,0,Furniture Assembly,0.00 
12,1,Friday,AM,1008890855,1,41,526,15,1,0,Moving Help,0.07 
12,1,Friday,AM,1008147271,2,34,75,5,4,1,Moving Help,0.80 
12,1,Friday,AM,1013408127,3,38,0,16,0,0,Moving Help,0.00 
12,1,Friday,AM,1007758001,4,42,336,19,2,0,Moving Help,0.11 
12,1,Friday,AM,1009647188,5,45,210,147,13,0,Moving Help,0.09 
12,1,Friday,AM,1007222393,6,48,212,87,15,0,Moving Help,0.17 
12,1,Friday,AM,1009490501,7,50,737,61,5,0,Moving Help,0.08 
12,1,Friday,AM,1008831520,8,50,601,277,14,0,Moving Help,0.05 
12,1,Friday,AM,1010412416,9,50,309,52,16,0,Moving Help,0.31 
12,1,Friday,AM,1012373892,10,38,25,82,5,0,Moving Help,0.06 
12,1,Friday,AM,1009542495,11,40,56,135,4,0,Moving Help,0.03 
12,1,Friday,AM,1008928595,12,34,13,20,4,0,Moving Help,0.20 
12,1,Friday,AM,1009560053,13,25,210,18,0,0,Moving Help,0.00 
12,1,Friday,AM,1014508755,14,50,107,608,7,0,Moving Help,0.01 
12,1,Friday,AM,1013917266,15,34,0,13,2,0,Moving Help,0.15 
13,1,Friday,AM,1009733517,1,43,305,20,1,1,Furniture Assembly,0.05 
13,1,Friday,AM,1013663896,2,28,8,34,2,0,Furniture Assembly,0.06 
13,1,Friday,AM,1013307670,3,25,0,225,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1013579273,4,29,39,20,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1012043028,5,28,3,438,59,0,Furniture Assembly,0.13 
13,1,Friday,AM,1013470741,6,29,10,107,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1009623489,7,45,318,50,9,0,Furniture Assembly,0.18 
13,1,Friday,AM,1009557645,8,29,9,109,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1010800768,9,28,0,18,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1008733253,10,40,68,24,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1012314913,11,29,5,66,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1009263238,12,39,90,8,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1007558398,13,50,75,32,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1014501186,14,29,4,74,0,0,Furniture Assembly,0.00 
13,1,Friday,AM,1014439622,15,50,177,29,0,0,Furniture Assembly,0.00 
14,1,Friday,AM,1015020347,1,49,25,16,1,0,Mounting,0.06 
14,1,Friday,AM,1009638573,2,60,449,26,1,0,Mounting,0.04 
14,1,Friday,AM,1013307670,3,35,0,225,0,0,Mounting,0.00 
14,1,Friday,AM,1009623489,4,60,318,50,9,0,Mounting,0.18 
14,1,Friday,AM,1008839858,5,60,772,193,7,0,Mounting,0.04 
14,1,Friday,AM,1013663896,6,38,8,34,2,0,Mounting,0.06 
14,1,Friday,AM,1012043028,7,37,3,438,59,0,Mounting,0.13 
14,1,Friday,AM,1010800768,8,35,0,18,0,0,Mounting,0.00 
14,1,Friday,AM,1010784910,9,60,240,38,3,0,Mounting,0.08 
14,1,Friday,AM,1014423146,10,65,685,260,14,0,Mounting,0.05 
14,1,Friday,AM,1007789335,11,65,599,12,2,1,Mounting,0.17 
14,1,Friday,AM,1010578972,12,60,313,145,1,0,Mounting,0.01 
14,1,Friday,AM,1009263238,13,55,90,8,0,0,Mounting,0.00 
14,1,Friday,AM,1009275665,14,65,232,28,0,0,Mounting,0.00 
14,1,Friday,AM,1013745838,15,65,59,5,1,0,Mounting,0.20 
15,1,Friday,AM,1014508755,1,49,107,608,7,0,Mounting,0.01 
15,1,Friday,AM,1009623489,2,60,318,50,9,0,Mounting,0.18 
15,1,Friday,AM,1012023956,3,38,0,113,4,0,Mounting,0.04 
15,1,Friday,AM,1008839858,4,60,772,193,7,0,Mounting,0.04 
15,1,Friday,AM,1013663896,5,38,8,34,2,0,Mounting,0.06 
15,1,Friday,AM,1012043028,6,37,3,438,59,0,Mounting,0.13 
15,1,Friday,AM,1010784910,7,60,240,38,3,0,Mounting,0.08 
15,1,Friday,AM,1014423146,8,65,685,260,14,0,Mounting,0.05 
15,1,Friday,AM,1007789335,9,65,599,12,2,1,Mounting,0.17 
15,1,Friday,AM,1010578972,10,60,313,145,1,0,Mounting,0.01 
15,1,Friday,AM,1007079569,11,65,334,28,0,0,Mounting,0.00 
15,1,Friday,AM,1009263238,12,55,90,8,0,0,Mounting,0.00 
15,1,Friday,AM,1009275665,13,65,232,28,0,0,Mounting,0.00 
15,1,Friday,AM,1013745838,14,65,59,5,1,0,Mounting,0.20 
15,1,Friday,AM,1013307670,15,35,0,225,0,0,Mounting,0.00 
16,1,Friday,PM,1013131759,1,70,133,181,39,1,Moving Help,0.22 
16,1,Friday,PM,1013711863,2,70,161,20,1,0,Moving Help,0.05 
16,1,Friday,PM,1007341779,3,100,253,63,0,0,Moving Help,0.00 
16,1,Friday,PM,1008484937,4,100,55,33,5,0,Moving Help,0.15 
16,1,Friday,PM,1014411059,5,125,439,52,2,0,Moving Help,0.04 
16,1,Friday,PM,1008746021,6,225,676,82,3,0,Moving Help,0.04 
16,1,Friday,PM,1014157578,7,200,234,262,1,0,Moving Help,0.00 
16,1,Friday,PM,1008530523,8,200,231,162,0,0,Moving Help,0.00 
16,1,Friday,PM,1012943753,9,150,41,63,0,0,Moving Help,0.00 
16,1,Friday,PM,1008204888,10,180,172,5,0,0,Moving Help,0.00 
16,1,Friday,PM,1009592218,11,160,211,144,0,0,Moving Help,0.00 
16,1,Friday,PM,1009703547,12,185,316,99,1,0,Moving Help,0.01 
16,1,Friday,PM,1008992879,13,140,969,52,0,0,Moving Help,0.00 
16,1,Friday,PM,1008882890,14,200,429,14,0,0,Moving Help,0.00 
16,1,Friday,PM,1008882577,15,180,392,10,0,0,Moving Help,0.00 
17,1,Friday,PM,1013131759,1,70,133,181,39,0,Moving Help,0.22 
17,1,Friday,PM,1007341779,2,100,253,63,0,0,Moving Help,0.00 
17,1,Friday,PM,1014157578,3,200,234,262,1,0,Moving Help,0.00 
17,1,Friday,PM,1008530523,4,200,231,162,0,0,Moving Help,0.00 
17,1,Friday,PM,1012943753,5,150,41,63,0,0,Moving Help,0.00 
17,1,Friday,PM,1009703547,6,185,316,99,1,0,Moving Help,0.01 
17,1,Friday,PM,1009592218,7,160,211,144,0,0,Moving Help,0.00 
17,1,Friday,PM,1008204888,8,180,172,5,0,0,Moving Help,0.00 
17,1,Friday,PM,1008992879,9,140,969,52,0,0,Moving Help,0.00 
17,1,Friday,PM,1008882577,10,180,392,10,0,0,Moving Help,0.00 
17,1,Friday,PM,1008882890,11,200,429,14,0,0,Moving Help,0.00 
17,1,Friday,PM,1009584538,12,145,1014,46,9,0,Moving Help,0.20 
17,1,Friday,PM,1014753677,13,185,133,51,0,0,Moving Help,0.00 
17,1,Friday,PM,1008903001,14,200,224,26,1,0,Moving Help,0.04 
17,1,Friday,PM,1009214097,15,160,1178,24,0,0,Moving Help,0.00 
18,1,Friday,PM,1013359522,1,50,170,70,37,0,Mounting,0.53 
18,1,Friday,PM,1013443601,2,50,135,179,22,0,Mounting,0.12 
18,1,Friday,PM,1012023956,3,38,0,113,4,0,Mounting,0.04 
18,1,Friday,PM,1013229872,4,55,291,190,15,0,Mounting,0.08 
18,1,Friday,PM,1014508755,5,49,107,608,7,0,Mounting,0.01 
18,1,Friday,PM,1009672037,6,55,211,28,2,0,Mounting,0.07 
18,1,Friday,PM,1014318666,7,56,191,159,3,0,Mounting,0.02 
18,1,Friday,PM,1009226132,8,60,1206,209,6,0,Mounting,0.03 
18,1,Friday,PM,1009626568,9,60,406,64,4,1,Mounting,0.06 
18,1,Friday,PM,1014629676,10,45,25,311,1,0,Mounting,0.00 
18,1,Friday,PM,1007869934,11,45,707,81,4,0,Mounting,0.05 
18,1,Friday,PM,1008037901,12,60,168,40,1,0,Mounting,0.03 
18,1,Friday,PM,1012043028,13,37,3,438,59,0,Mounting,0.13 
18,1,Friday,PM,1013597448,14,38,12,78,0,0,Mounting,0.00 
18,1,Friday,PM,1013307670,15,35,0,225,0,0,Mounting,0.00 
19,1,Friday,PM,1009558627,1,40,905,136,25,0,Furniture Assembly,0.18 
19,1,Friday,PM,1014291572,2,37,132,50,3,0,Furniture Assembly,0.06 
19,1,Friday,PM,1012023956,3,28,0,113,4,0,Furniture Assembly,0.04 
19,1,Friday,PM,1009017255,4,30,103,2,0,0,Furniture Assembly,0.00 
19,1,Friday,PM,1006892359,5,40,193,280,11,0,Furniture Assembly,0.04 
19,1,Friday,PM,1009733517,6,43,305,20,1,0,Furniture Assembly,0.05 
19,1,Friday,PM,1010258401,7,47,486,151,13,0,Furniture Assembly,0.09 
19,1,Friday,PM,1013579273,8,29,39,20,0,0,Furniture Assembly,0.00 
19,1,Friday,PM,1009712638,9,29,18,1,0,0,Furniture Assembly,0.00 
19,1,Friday,PM,1012324059,10,25,4,28,3,0,Furniture Assembly,0.11 
19,1,Friday,PM,1011895482,11,26,4,28,0,0,Furniture Assembly,0.00 
19,1,Friday,PM,1012043028,12,28,3,438,59,0,Furniture Assembly,0.13 
19,1,Friday,PM,1013605523,13,29,5,24,0,0,Furniture Assembly,0.00 
19,1,Friday,PM,1009557645,14,29,10,109,0,0,Furniture Assembly,0.00 
19,1,Friday,PM,1012288242,15,29,0,40,0,0,Furniture Assembly,0.00 
20,1,Friday,PM,1009185352,1,38,151,203,17,0,Furniture Assembly,0.08 
20,1,Friday,PM,1014291572,2,37,132,50,3,0,Furniture Assembly,0.06 
20,1,Friday,PM,1012288242,3,29,0,40,0,0,Furniture Assembly,0.00 
20,1,Friday,PM,1009017255,4,30,103,2,0,0,Furniture Assembly,0.00 
20,1,Friday,PM,1009647188,5,42,210,147,13,0,Furniture Assembly,0.09 
20,1,Friday,PM,1006892359,6,40,193,280,11,0,Furniture Assembly,0.04 
20,1,Friday,PM,1010257931,7,45,838,109,10,0,Furniture Assembly,0.09 
20,1,Friday,PM,1009733517,8,43,305,20,1,0,Furniture Assembly,0.05 
20,1,Friday,PM,1013663896,9,28,8,34,2,1,Furniture Assembly,0.06 
20,1,Friday,PM,1013862522,10,30,14,16,4,0,Furniture Assembly,0.25 
20,1,Friday,PM,1013579273,11,29,39,20,0,0,Furniture Assembly,0.00 
20,1,Friday,PM,1012324059,12,25,4,28,3,0,Furniture Assembly,0.11 
20,1,Friday,PM,1012263593,13,26,9,4,0,0,Furniture Assembly,0.00 
20,1,Friday,PM,1015015238,14,38,113,290,4,0,Furniture Assembly,0.01 
20,1,Friday,PM,1011954744,15,35,0,26,0,0,Furniture Assembly,0.00 
21,1,Friday,PM,1013131759,1,70,133,181,39,1,Moving Help,0.22 
21,1,Friday,PM,1008484937,2,85,55,33,5,0,Moving Help,0.15 
21,1,Friday,PM,1007341779,3,100,253,63,0,0,Moving Help,0.00 
21,1,Friday,PM,1014411059,4,125,439,52,2,0,Moving Help,0.04 
21,1,Friday,PM,1008746021,5,225,676,82,3,0,Moving Help,0.04 
21,1,Friday,PM,1014157578,6,200,234,262,1,0,Moving Help,0.00 
21,1,Friday,PM,1008530523,7,200,231,162,0,0,Moving Help,0.00 
21,1,Friday,PM,1012943753,8,150,41,63,0,0,Moving Help,0.00 
21,1,Friday,PM,1009703547,9,185,316,99,1,0,Moving Help,0.01 
21,1,Friday,PM,1008204888,10,180,172,5,0,0,Moving Help,0.00 
21,1,Friday,PM,1008992879,11,140,969,52,0,0,Moving Help,0.00 
21,1,Friday,PM,1008882577,12,180,392,10,0,0,Moving Help,0.00 
21,1,Friday,PM,1008882890,13,200,429,14,0,0,Moving Help,0.00 
21,1,Friday,PM,1009584538,14,145,1014,46,9,0,Moving Help,0.20 
21,1,Friday,PM,1013378818,15,140,82,29,2,0,Moving Help,0.07 
22,1,Friday,PM,1013131759,1,70,133,181,39,1,Moving Help,0.22 
22,1,Friday,PM,1007341779,2,100,253,63,0,0,Moving Help,0.00 
22,1,Friday,PM,1014157578,3,200,234,262,1,0,Moving Help,0.00 
22,1,Friday,PM,1008530523,4,200,231,162,0,0,Moving Help,0.00 
22,1,Friday,PM,1012943753,5,150,41,63,0,0,Moving Help,0.00 
22,1,Friday,PM,1009703547,6,185,316,99,1,0,Moving Help,0.01 
22,1,Friday,PM,1008204888,7,180,172,5,0,0,Moving Help,0.00 
22,1,Friday,PM,1008992879,8,140,969,52,0,0,Moving Help,0.00 
22,1,Friday,PM,1008882577,9,180,392,10,0,0,Moving Help,0.00 
22,1,Friday,PM,1008882890,10,200,429,14,0,0,Moving Help,0.00 
22,1,Friday,PM,1009584538,11,145,1014,46,9,0,Moving Help,0.20 
22,1,Friday,PM,1013378818,12,140,82,29,2,0,Moving Help,0.07 
22,1,Friday,PM,1014753677,13,185,133,51,0,0,Moving Help,0.00 
22,1,Friday,PM,1008903001,14,200,224,26,1,0,Moving Help,0.04 
22,1,Friday,PM,1009214097,15,160,1178,24,0,0,Moving Help,0.00 
23,1,Friday,PM,1010359470,1,50,262,10,0,0,Moving Help,0.00 
23,1,Friday,PM,1013939508,2,34,12,7,5,1,Moving Help,0.71 
23,1,Friday,PM,1012070172,3,44,5,7,0,0,Moving Help,0.00 
23,1,Friday,PM,1009616142,4,38,133,6,1,0,Moving Help,0.17 
23,1,Friday,PM,1008851469,5,55,80,13,0,0,Moving Help,0.00 
23,1,Friday,PM,1010630139,6,70,121,42,0,0,Moving Help,0.00 
23,1,Friday,PM,1014983247,7,65,49,55,0,0,Moving Help,0.00 
23,1,Friday,PM,1014157578,8,200,234,262,1,0,Moving Help,0.00 
23,1,Friday,PM,1009703547,9,185,316,99,1,0,Moving Help,0.01 
23,1,Friday,PM,1009584538,10,145,1015,46,9,0,Moving Help,0.20 
23,1,Friday,PM,1012164831,11,250,11,59,0,0,Moving Help,0.00 
23,1,Friday,PM,1009207893,12,140,815,26,4,0,Moving Help,0.15 
23,1,Friday,PM,1008903001,13,200,224,26,1,0,Moving Help,0.04 
24,1,Friday,PM,1010359470,1,50,262,10,0,0,Moving Help,0.00 
24,1,Friday,PM,1013939508,2,34,12,7,5,1,Moving Help,0.71 
24,1,Friday,PM,1012070172,3,44,5,7,0,0,Moving Help,0.00 
24,1,Friday,PM,1009616142,4,38,133,6,1,0,Moving Help,0.17 
24,1,Friday,PM,1008851469,5,55,80,13,0,0,Moving Help,0.00 
24,1,Friday,PM,1010630139,6,70,121,42,0,0,Moving Help,0.00 
24,1,Friday,PM,1014157578,7,200,234,262,1,0,Moving Help,0.00 
24,1,Friday,PM,1009703547,8,185,316,99,1,0,Moving Help,0.01 
24,1,Friday,PM,1009584538,9,145,1015,46,9,0,Moving Help,0.20 
24,1,Friday,PM,1012164831,10,250,11,59,0,0,Moving Help,0.00 
24,1,Friday,PM,1008903001,11,200,224,26,1,0,Moving Help,0.04 
25,1,Friday,PM,1013794735,1,49,115,215,35,0,Mounting,0.16 
25,1,Friday,PM,1007064489,2,48,184,165,8,0,Mounting,0.05 
25,1,Friday,PM,1013307670,3,35,0,225,0,0,Mounting,0.00 
25,1,Friday,PM,1013443601,4,50,135,179,22,0,Mounting,0.12 
25,1,Friday,PM,1013229872,5,55,291,190,15,0,Mounting,0.08 
25,1,Friday,PM,1014315490,6,55,241,207,19,0,Mounting,0.09 
25,1,Friday,PM,1014508755,7,49,107,608,7,0,Mounting,0.01 
25,1,Friday,PM,1014318666,8,56,191,159,3,0,Mounting,0.02 
25,1,Friday,PM,1014741009,9,55,106,69,20,0,Mounting,0.29 
25,1,Friday,PM,1008723682,10,60,345,87,3,0,Mounting,0.03 
